VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2016-05-01 00:00:00,2016-05-01 00:17:31,1,3.60,-73.98590087890625,40.768039703369141,1,N,-73.983985900878906,40.730098724365234,1,15,0.5,0.5,1.5,0,0.3,17.8
2,2016-05-01 00:00:00,2016-05-01 00:07:31,1,1.68,-73.9915771484375,40.7447509765625,1,N,-73.975700378417969,40.765468597412109,1,7.5,0.5,0.5,0.88,0,0.3,9.68
2,2016-05-01 00:00:00,2016-05-01 00:07:01,6,1.09,-73.993072509765625,40.741573333740234,1,N,-73.980995178222656,40.744632720947266,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2016-05-01 00:00:00,2016-05-01 00:19:47,1,4.21,-73.991943359375,40.684600830078125,1,N,-74.00225830078125,40.733001708984375,1,17,0.5,0.5,3.66,0,0.3,21.96
2,2016-05-01 00:00:00,2016-05-01 00:06:39,1,.56,-74.005279541015625,40.740192413330078,1,N,-73.99749755859375,40.737564086914063,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2016-05-01 00:00:00,2016-05-01 00:05:19,2,.63,-73.979293823242187,40.755764007568359,1,N,-73.988014221191406,40.758468627929687,1,5,0.5,0.5,0,0,0.3,6.3
2,2016-05-01 00:00:00,2016-05-01 00:15:43,1,6.68,-73.981544494628906,40.780738830566406,1,N,-73.93780517578125,40.855342864990234,1,20.5,0.5,0.5,2,0,0.3,23.8
2,2016-05-01 00:00:00,2016-05-01 00:06:31,1,1.48,-73.987197875976563,40.750507354736328,1,N,-73.980796813964844,40.767826080322266,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2016-05-01 00:00:00,2016-05-01 00:00:00,4,1.59,-74.001609802246094,40.740989685058594,1,N,-73.9810791015625,40.730674743652344,1,8,0.5,0.5,0,0,0.3,9.3
2,2016-05-01 00:00:00,2016-05-01 00:00:00,3,3.52,-74.01385498046875,40.714118957519531,1,N,-73.994049072265625,40.761451721191406,2,13,0.5,0.5,0,0,0.3,14.3
2,2016-05-01 00:00:00,2016-05-01 00:00:00,2,18.41,-73.781059265136719,40.64501953125,2,N,-73.984573364257813,40.768398284912109,2,52,0,0.5,0,0,0.3,52.8
1,2016-05-01 00:00:01,2016-05-01 00:15:50,1,5.20,-73.951301574707031,40.774345397949219,1,N,-74.002311706542969,40.73968505859375,1,17,0.5,0.5,3.65,0,0.3,21.95
2,2016-05-01 00:00:01,2016-05-01 00:13:28,5,4.75,-73.983497619628906,40.726081848144531,1,N,-74.014129638671875,40.71282958984375,1,16,0.5,0.5,3.46,0,0.3,20.76
2,2016-05-01 00:00:01,2016-05-01 00:13:52,1,2.50,-73.995475769042969,40.764793395996094,1,N,-73.992721557617188,40.741378784179688,1,11,0.5,0.5,2.46,0,0.3,14.76
2,2016-05-01 00:00:01,2016-05-01 00:25:32,2,18.76,-73.782028198242188,40.644718170166016,1,N,-73.990913391113281,40.700481414794922,1,50.5,0.5,0.5,8,0,0.3,59.8
2,2016-05-01 00:00:01,2016-05-01 00:09:40,5,1.70,-73.973953247070312,40.747776031494141,1,N,-73.993255615234375,40.735874176025391,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2016-05-01 00:00:01,2016-05-01 00:21:25,3,5.63,-73.984893798828125,40.721908569335938,1,N,-73.925621032714844,40.743740081787109,1,20,0.5,0.5,4.26,0,0.3,25.56
1,2016-05-01 00:00:02,2016-05-01 00:13:15,2,2.70,-73.992027282714844,40.684608459472656,1,N,-73.992050170898438,40.717533111572266,1,12,0.5,0.5,2.65,0,0.3,15.95
2,2016-05-01 00:00:02,2016-05-01 00:11:13,4,1.79,-74.000251770019531,40.730438232421875,1,N,-73.991348266601563,40.74993896484375,1,9.5,0.5,0.5,2.16,0,0.3,12.96
2,2016-05-01 00:00:02,2016-05-01 00:22:06,1,4.30,-73.993179321289063,40.722614288330078,1,N,-73.958908081054687,40.770130157470703,1,18,0.5,0.5,0,0,0.3,19.3
2,2016-05-01 00:00:02,2016-05-01 00:08:37,1,1.60,-74.002769470214844,40.728618621826172,1,N,-73.984161376953125,40.737438201904297,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2016-05-01 00:00:02,2016-05-01 00:19:43,1,11.83,-73.984260559082031,40.764781951904297,1,N,-73.898429870605469,40.896682739257813,1,33,0.5,0.5,7.37,2.54,0.3,44.21
2,2016-05-01 00:00:02,2016-05-01 00:25:29,2,2.86,-73.976234436035156,40.788822174072266,1,N,-73.993408203125,40.752178192138672,2,17.5,0.5,0.5,0,0,0.3,18.8
1,2016-05-01 00:00:03,2016-05-01 00:42:05,1,5.10,-73.99969482421875,40.743568420410156,1,N,-73.970771789550781,40.798534393310547,1,27.5,0.5,0.5,5.75,0,0.3,34.55
1,2016-05-01 00:00:03,2016-05-01 00:30:43,2,5.50,-73.963310241699219,40.768936157226563,1,N,-74.002433776855469,40.718807220458984,2,20.5,0.5,0.5,0,0,0.3,21.8
2,2016-05-01 00:00:03,2016-05-01 00:14:24,1,2.89,-73.985420227050781,40.731781005859375,1,N,-73.972259521484375,40.765491485595703,2,12,0.5,0.5,0,0,0.3,13.3
