vendor_name,Trip_Pickup_DateTime,Trip_Dropoff_DateTime,Passenger_Count,Trip_Distance,Start_Lon,Start_Lat,Rate_Code,store_and_forward,End_Lon,End_Lat,Payment_Type,Fare_Amt,surcharge,mta_tax,Tip_Amt,Tolls_Amt,Total_Amt

CMT,2009-05-27 07:41:05,2009-05-27 07:42:28,1,0.29999999999999999,-73.974104999999994,40.742891999999998,,0,-73.973769000000004,40.746405000000003,Credit,3.2999999999999998,0,,1,0,4.2999999999999998
CMT,2009-05-27 07:51:06,2009-05-27 07:58:43,1,1.8999999999999999,-74.008148000000006,40.738854000000003,,0,-74.015637999999996,40.714536000000003,Cash,7.2999999999999998,0,,0,0,7.2999999999999998
DDS,2009-05-15 15:22:02,2009-05-15 15:30:15,3,1.3999999999999999,-73.973343,40.764046999999998,,,-73.952663000000001,40.769894999999998,CREDIT,6.0999999999999996,0,,1,0,7.0999999999999996
CMT,2009-05-26 22:06:37,2009-05-26 22:15:33,1,2.2000000000000002,-74.005256000000003,40.719729999999998,,0,-74.005522999999997,40.745584999999998,Cash,7.7000000000000002,0,,1.23,0,8.9299999999999997
CMT,2009-05-27 12:51:39,2009-05-27 13:00:46,1,0.90000000000000002,-73.997714000000002,40.741363,,0,-73.994257000000005,40.751049999999999,Cash,6.5,0,,0,0,6.5
CMT,2009-05-28 10:29:18,2009-05-28 10:34:42,1,1.2,0,0,,0,0,0,Credit,5.7000000000000002,0,,1.1399999999999999,0,6.8399999999999999
CMT,2009-05-26 22:42:39,2009-05-26 22:58:15,1,4.4000000000000004,-74.008335000000002,40.711829999999999,,0,-73.982074999999995,40.667095000000003,Credit,13.699999999999999,0,,2.8399999999999999,0,16.539999999999999
CMT,2009-05-26 09:06:13,2009-05-26 09:18:35,1,2,-73.963102000000006,40.799137000000002,,0,-73.981999000000002,40.773294,Dispute,8.9000000000000004,0,,0,0,8.9000000000000004
CMT,2009-05-26 18:09:51,2009-05-26 18:20:20,1,1.2,-73.968964,40.750079999999997,,0,-73.971908999999997,40.763696000000003,Cash,6.9000000000000004,0,,0,0,6.9000000000000004
CMT,2009-05-29 11:36:28,2009-05-29 11:44:41,1,1.6000000000000001,-73.991698999999997,40.738751000000001,,0,-74.001321000000004,40.720156000000003,Cash,6.5,0,,0,0,6.5
CMT,2009-05-28 13:58:50,2009-05-28 14:01:30,1,0.40000000000000002,-73.979467,40.784278999999998,,0,-73.974877000000006,40.790258000000001,Cash,3.2999999999999998,0,,0,0,3.2999999999999998
CMT,2009-05-26 17:40:40,2009-05-26 18:06:11,1,10.4,-73.985123000000002,40.768746999999998,,0,-73.870953,40.774191000000002,Cash,25.300000000000001,0,,0,5,30.300000000000001
CMT,2009-05-28 10:03:28,2009-05-28 10:11:47,1,2,-73.982352000000006,40.731568000000003,,0,-73.968654000000001,40.755924,Credit,7.2999999999999998,0,,1.2,0,8.5
CMT,2009-05-28 07:48:45,2009-05-28 07:56:50,1,2,-74.007244,40.728493,,1,-73.997528000000003,40.751891000000001,Cash,7.2999999999999998,0,,0,0,7.2999999999999998
CMT,2009-05-28 09:25:01,2009-05-28 09:37:24,1,1.8999999999999999,-73.989011000000005,40.739626000000001,,0,-73.967879999999994,40.751506999999997,Cash,8.5,0,,0,0,8.5
CMT,2009-05-29 22:03:20,2009-05-29 22:13:07,1,2.2999999999999998,-73.968065999999993,40.759641999999999,,0,-73.974394000000004,40.779859999999999,Cash,9,0,,0,0,9
CMT,2009-05-28 08:58:03,2009-05-28 09:10:34,1,1.6000000000000001,-73.964759000000001,40.757595999999999,,0,-73.974125000000001,40.738232000000004,Cash,8.0999999999999996,0,,0,0,8.0999999999999996
CMT,2009-05-28 12:32:09,2009-05-28 12:51:10,1,4.4000000000000004,-74.001709000000005,40.719665999999997,,0,-73.989593999999997,40.772551,Cash,14.9,0,,0,0,14.9
CMT,2009-05-28 14:51:07,2009-05-28 14:59:12,1,1.8,-73.965952999999999,40.805504999999997,,0,-73.982887000000005,40.782107000000003,Cash,7.2999999999999998,0,,0,0,7.2999999999999998
CMT,2009-05-26 20:52:20,2009-05-26 20:57:49,1,0.90000000000000002,-73.974283999999997,40.73171,,0,-73.984511999999995,40.728554000000003,Credit,5.2999999999999998,0,,0.87,0,6.1699999999999999
CMT,2009-05-26 14:20:58,2009-05-26 14:30:00,2,1.2,-73.979339999999993,40.766916000000002,,0,-73.963671000000005,40.771251999999997,Cash,6.9000000000000004,0,,0,0,6.9000000000000004
DDS,2009-05-12 10:23:22,2009-05-12 10:38:26,1,1.8,-74.008117999999996,40.738073,,,-74.008994000000001,40.713875000000002,CREDIT,7.7000000000000002,0,,1.3,0,9
CMT,2009-05-26 18:19:35,2009-05-26 18:27:18,1,0.80000000000000004,-73.957903000000002,40.769551999999997,,0,-73.967674000000002,40.762801000000003,Credit,5.7000000000000002,0,,2,0,7.7000000000000002
CMT,2009-05-28 11:23:41,2009-05-28 11:35:55,1,2.3999999999999999,-73.994004000000004,40.733147000000002,,0,-73.980200999999994,40.760699000000002,Cash,8.9000000000000004,0,,0,0,8.9000000000000004
CMT,2009-05-28 14:38:05,2009-05-28 14:55:49,1,3.6000000000000001,-73.988628000000006,40.737099000000001,,0,-73.935933000000006,40.744982999999998,Cash,12.5,0,,0,0,12.5
